time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,65,0,141,0
36.0,79,0,284,0
48.0,95,0,427,0
60.0,105,0,570,0
72.0,112,0,714,0
84.0,116,0,856,0
96.0,125,0,994,0
108.0,130,0,1133,0
120.0,153,0,1268,0
132.0,186,0,1402,0
144.0,219,0,1537,0
156.0,244,0,1671,0
168.0,264,0,1806,0
180.0,290,0,1942,0
192.0,307,0,2080,0
204.0,336,0,2218,0
216.0,359,0,2356,0
228.0,381,0,2495,0
240.0,401,0,2632,0
252.0,427,0,2771,0
264.0,450,0,2907,0
276.0,468,0,3045,0
288.0,491,0,3183,0
300.0,515,0,3319,0
312.0,532,0,3456,0
324.0,551,0,3594,0
336.0,562,0,3733,0
348.0,582,0,3871,0
360.0,605,0,4010,0
372.0,623,0,4148,0
384.0,642,0,4280,0
396.0,658,0,4413,0
408.0,683,0,4552,0
420.0,706,0,4690,0
432.0,726,0,4828,0
444.0,739,0,4956,0
456.0,752,0,5067,0
468.0,764,0,5206,0
480.0,784,0,5344,0
492.0,794,0,5483,0
504.0,802,0,5621,0
516.0,813,0,5759,0
528.0,824,0,5897,0
540.0,838,0,6035,0
552.0,852,0,6173,0
564.0,879,0,6312,0
576.0,891,0,6449,0
588.0,903,0,6587,0
600.0,925,0,6724,0
612.0,950,0,6863,0
624.0,965,0,7001,0
636.0,980,0,7140,0
648.0,995,0,7274,0
660.0,1012,0,7412,0
672.0,1024,0,7549,0
684.0,1034,0,7687,0
696.0,1045,0,7825,0
708.0,1056,0,7963,0
720.0,1064,0,8101,0
732.0,1071,0,8239,0
744.0,1074,0,8376,0
756.0,1086,0,8511,0
768.0,1093,0,8649,0
780.0,1099,0,8787,0
792.0,1108,0,8925,0
804.0,1117,0,9063,0
816.0,1121,0,9200,0
828.0,1135,0,9339,0
840.0,1145,0,9476,0
852.0,1157,0,9615,0
864.0,1165,0,9753,0
876.0,1171,0,9891,0
888.0,1175,0,10029,0
900.0,1185,0,10167,0
912.0,1191,0,10305,0
924.0,1196,0,10443,0
936.0,1208,0,10581,0
948.0,1216,0,10719,0
960.0,1242,0,10858,0
972.0,1259,0,10995,0
984.0,1264,0,11133,0
996.0,1274,0,11270,0
1008.0,1302,0,11408,0
1020.0,1309,0,11546,0
1032.0,1310,0,11684,0
1044.0,1334,0,11818,0
1056.0,1335,0,11953,0
1068.0,1342,0,12092,0
1080.0,1348,0,12229,0
1092.0,1357,0,12367,0
1104.0,1361,0,12506,0
1116.0,1367,0,12644,0
1128.0,1378,0,12782,0
1140.0,1381,0,12920,0
1152.0,1387,0,13058,0
1164.0,1406,0,13173,0
1176.0,1411,0,13302,0
1188.0,1427,0,13437,0
1200.0,1433,0,13576,0
1212.0,1438,0,13715,0
1224.0,1447,0,13853,0
1236.0,1466,0,13984,0
1248.0,1474,0,14089,0
1260.0,1483,0,14210,0
1272.0,1487,0,14347,0
1284.0,1494,0,14484,0
1296.0,1500,0,14622,0
1308.0,1506,0,14760,0
1320.0,1515,0,14898,0
1332.0,1520,0,15035,0
1344.0,1526,0,15173,0
1356.0,1536,0,15312,0
1368.0,1539,0,15450,0
1380.0,1553,0,15588,0
1392.0,1564,0,15727,0
1404.0,1573,0,15866,0
1416.0,1580,0,15984,0
1428.0,1588,0,16122,0
1440.0,1593,0,16261,0
1452.0,1598,0,16400,0
1464.0,1603,0,16538,0
1476.0,1613,0,16676,0
1488.0,1620,0,16815,0
1500.0,1623,0,16944,0
1512.0,1632,0,17082,0
1524.0,1640,0,17220,0
1536.0,1647,0,17358,0
1548.0,1664,0,17491,0
1560.0,1672,0,17630,0
1572.0,1681,0,17769,0
1584.0,1696,0,17908,0
1596.0,1705,0,18048,0
1608.0,1714,0,18187,0
1620.0,1724,0,18325,0
1632.0,1727,0,18464,0
1644.0,1739,0,18599,0
1656.0,1753,0,18738,0
1668.0,1774,0,18875,0
1680.0,1790,0,19014,0
1692.0,1807,0,19153,0
1704.0,1810,0,19290,0
1716.0,1821,0,19428,0
1728.0,1836,0,19566,0
1740.0,1847,0,19704,0
1752.0,1851,0,19843,0
1764.0,1859,0,19977,0
1776.0,1867,0,20116,0
1788.0,1873,0,20255,0
1800.0,1877,0,20390,0
1812.0,1884,0,20528,0
1824.0,1892,0,20667,0
1836.0,1896,0,20805,0
1848.0,1900,0,20942,0
1860.0,1919,0,21080,0
1872.0,1931,0,21217,0
1884.0,1941,0,21355,0
1896.0,1948,0,21480,0
1908.0,1962,0,21611,0
1920.0,1979,0,21749,0
