time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,67,0,147,0
36.0,93,0,293,0
48.0,104,0,438,0
60.0,112,0,585,0
72.0,117,0,731,0
84.0,121,0,877,0
96.0,129,0,1022,0
108.0,131,0,1168,0
120.0,156,0,1309,0
132.0,185,0,1454,0
144.0,215,0,1599,0
156.0,237,0,1744,0
168.0,267,0,1889,0
180.0,307,0,2034,0
192.0,333,0,2158,0
204.0,345,0,2268,0
216.0,364,0,2382,0
228.0,385,0,2527,0
240.0,411,0,2671,0
252.0,432,0,2816,0
264.0,457,0,2959,0
276.0,482,0,3104,0
288.0,513,0,3250,0
300.0,531,0,3395,0
312.0,562,0,3541,0
324.0,584,0,3687,0
336.0,598,0,3832,0
348.0,616,0,3977,0
360.0,630,0,4122,0
372.0,653,0,4268,0
384.0,672,0,4414,0
396.0,697,0,4558,0
408.0,718,0,4704,0
420.0,734,0,4850,0
432.0,748,0,4995,0
444.0,767,0,5136,0
456.0,785,0,5282,0
468.0,802,0,5428,0
480.0,826,0,5566,0
492.0,852,0,5711,0
504.0,867,0,5857,0
516.0,883,0,6003,0
528.0,905,0,6149,0
540.0,917,0,6295,0
552.0,934,0,6441,0
564.0,948,0,6587,0
576.0,965,0,6733,0
588.0,980,0,6878,0
600.0,1008,0,7024,0
612.0,1017,0,7170,0
624.0,1035,0,7315,0
636.0,1053,0,7451,0
648.0,1070,0,7596,0
660.0,1088,0,7742,0
672.0,1098,0,7888,0
684.0,1104,0,8034,0
696.0,1113,0,8180,0
708.0,1125,0,8326,0
720.0,1137,0,8472,0
732.0,1148,0,8611,0
744.0,1150,0,8757,0
756.0,1157,0,8901,0
768.0,1170,0,9047,0
780.0,1176,0,9191,0
792.0,1183,0,9337,0
804.0,1184,0,9483,0
816.0,1194,0,9628,0
828.0,1210,0,9774,0
840.0,1220,0,9919,0
852.0,1230,0,10065,0
864.0,1240,0,10210,0
876.0,1250,0,10356,0
888.0,1272,0,10497,0
900.0,1295,0,10643,0
912.0,1303,0,10788,0
924.0,1316,0,10934,0
936.0,1318,0,11079,0
948.0,1324,0,11225,0
960.0,1338,0,11370,0
972.0,1354,0,11515,0
984.0,1365,0,11660,0
996.0,1371,0,11806,0
1008.0,1387,0,11952,0
1020.0,1396,0,12097,0
1032.0,1399,0,12244,0
1044.0,1405,0,12389,0
1056.0,1415,0,12534,0
1068.0,1427,0,12679,0
1080.0,1436,0,12823,0
1092.0,1450,0,12969,0
1104.0,1455,0,13091,0
1116.0,1461,0,13206,0
1128.0,1465,0,13320,0
1140.0,1469,0,13461,0
1152.0,1477,0,13607,0
1164.0,1491,0,13752,0
1176.0,1506,0,13898,0
1188.0,1511,0,14044,0
1200.0,1519,0,14190,0
1212.0,1529,0,14328,0
1224.0,1533,0,14473,0
1236.0,1537,0,14619,0
1248.0,1550,0,14763,0
1260.0,1575,0,14909,0
1272.0,1583,0,15055,0
1284.0,1593,0,15201,0
1296.0,1607,0,15346,0
1308.0,1615,0,15492,0
1320.0,1620,0,15639,0
1332.0,1633,0,15785,0
1344.0,1644,0,15931,0
1356.0,1652,0,16077,0
1368.0,1657,0,16222,0
1380.0,1666,0,16368,0
1392.0,1673,0,16513,0
1404.0,1681,0,16659,0
1416.0,1688,0,16804,0
1428.0,1698,0,16950,0
1440.0,1701,0,17095,0
1452.0,1727,0,17241,0
1464.0,1741,0,17387,0
1476.0,1745,0,17533,0
1488.0,1751,0,17678,0
1500.0,1760,0,17824,0
1512.0,1778,0,17968,0
1524.0,1790,0,18114,0
1536.0,1799,0,18259,0
1548.0,1804,0,18403,0
1560.0,1809,0,18549,0
1572.0,1815,0,18695,0
1584.0,1822,0,18840,0
1596.0,1831,0,18986,0
1608.0,1836,0,19132,0
1620.0,1844,0,19277,0
1632.0,1867,0,19423,0
1644.0,1875,0,19568,0
1656.0,1880,0,19715,0
1668.0,1884,0,19860,0
1680.0,1885,0,20005,0
1692.0,1886,0,20150,0
1704.0,1898,0,20296,0
1716.0,1905,0,20441,0
1728.0,1913,0,20587,0
1740.0,1918,0,20733,0
1752.0,1928,0,20876,0
1764.0,1937,0,21022,0
1776.0,1948,0,21169,0
1788.0,1952,0,21314,0
1800.0,1962,0,21458,0
1812.0,1969,0,21604,0
1824.0,1978,0,21750,0
1836.0,1984,0,21896,0
1848.0,1989,0,22040,0
1860.0,1993,0,22185,0
1872.0,2005,0,22331,0
1884.0,2019,0,22476,0
1896.0,2033,0,22622,0
1908.0,2047,0,22768,0
1920.0,2051,0,22913,0
1932.0,2055,0,23059,0
1944.0,2062,0,23205,0
1956.0,2064,0,23350,0
1968.0,2073,0,23495,0
1980.0,2082,0,23641,0
1992.0,2087,0,23787,0
2004.0,2102,0,23933,0
2016.0,2112,0,24079,0
2028.0,2120,0,24225,0
2040.0,2126,0,24371,0
2052.0,2143,0,24516,0
2064.0,2158,0,24662,0
2076.0,2162,0,24808,0
2088.0,2165,0,24953,0
2100.0,2168,0,25100,0
2112.0,2172,0,25245,0
2124.0,2184,0,25392,0
2136.0,2186,0,25537,0
2148.0,2189,0,25683,0
2160.0,2196,0,25828,0
2172.0,2210,0,25974,0
2184.0,2229,0,26120,0
2196.0,2231,0,26266,0
2208.0,2238,0,26413,0
2220.0,2251,0,26558,0
2232.0,2258,0,26705,0
2244.0,2260,0,26852,0
2256.0,2270,0,26999,0
2268.0,2272,0,27146,0
2280.0,2275,0,27292,0
2292.0,2279,0,27439,0
2304.0,2285,0,27586,0
2316.0,2306,0,27733,0
2328.0,2310,0,27880,0
2340.0,2314,0,28026,0
2352.0,2317,0,28173,0
2364.0,2330,0,28319,0
2376.0,2337,0,28464,0
2388.0,2339,0,28611,0
2400.0,2344,0,28757,0
2412.0,2358,0,28903,0
2424.0,2378,0,29049,0
2436.0,2381,0,29194,0
2448.0,2393,0,29334,0
2460.0,2397,0,29465,0
2472.0,2404,0,29574,0
2484.0,2407,0,29690,0
2496.0,2411,0,29835,0
2508.0,2419,0,29980,0
2520.0,2433,0,30125,0
2532.0,2435,0,30270,0
2544.0,2442,0,30415,0
2556.0,2452,0,30560,0
2568.0,2454,0,30705,0
2580.0,2457,0,30850,0
2592.0,2465,0,30994,0
2604.0,2479,0,31139,0
2616.0,2485,0,31284,0
2628.0,2502,0,31428,0
2640.0,2510,0,31573,0
2652.0,2527,0,31718,0
2664.0,2530,0,31863,0
2676.0,2534,0,32008,0
2688.0,2535,0,32152,0
2700.0,2542,0,32297,0
2712.0,2555,0,32441,0
2724.0,2561,0,32586,0
2736.0,2574,0,32731,0
2748.0,2579,0,32876,0
2760.0,2581,0,33021,0
2772.0,2588,0,33166,0
2784.0,2591,0,33311,0
2796.0,2608,0,33456,0
2808.0,2612,0,33601,0
2820.0,2619,0,33746,0
2832.0,2623,0,33892,0
2844.0,2627,0,34035,0
2856.0,2630,0,34179,0
2868.0,2636,0,34323,0
2880.0,2643,0,34468,0
2892.0,2655,0,34614,0
2904.0,2673,0,34759,0
2916.0,2687,0,34905,0
2928.0,2709,0,35050,0
2940.0,2724,0,35194,0
2952.0,2751,0,35339,0
2964.0,2765,0,35483,0
2976.0,2774,0,35629,0
2988.0,2778,0,35775,0
3000.0,2779,0,35920,0
3012.0,2783,0,36066,0
3024.0,2790,0,36211,0
3036.0,2795,0,36357,0
3048.0,2800,0,36501,0
3060.0,2805,0,36646,0
3072.0,2811,0,36792,0
3084.0,2819,0,36938,0
3096.0,2823,0,37083,0
3108.0,2827,0,37229,0
3120.0,2836,0,37375,0
3132.0,2862,0,37519,0
3144.0,2868,0,37664,0
3156.0,2876,0,37810,0
3168.0,2889,0,37955,0
3180.0,2890,0,38100,0
3192.0,2892,0,38246,0
3204.0,2895,0,38392,0
3216.0,2902,0,38538,0
3228.0,2913,0,38683,0
3240.0,2917,0,38828,0
3252.0,2922,0,38974,0
3264.0,2926,0,39119,0
3276.0,2936,0,39265,0
3288.0,2938,0,39409,0
3300.0,2947,0,39554,0
3312.0,2948,0,39699,0
3324.0,2953,0,39844,0
3336.0,2959,0,39990,0
3348.0,2961,0,40135,0
3360.0,2962,0,40255,0
3372.0,2970,0,40366,0
3384.0,2974,0,40502,0
3396.0,2975,0,40647,0
3408.0,2980,0,40793,0
3420.0,2982,0,40938,0
3432.0,2986,0,41083,0
3444.0,2992,0,41228,0
3456.0,2997,0,41373,0
3468.0,3001,0,41519,0
3480.0,3009,0,41663,0
3492.0,3012,0,41805,0
3504.0,3015,0,41951,0
3516.0,3028,0,42096,0
3528.0,3033,0,42242,0
3540.0,3036,0,42388,0
3552.0,3046,0,42533,0
3564.0,3051,0,42679,0
3576.0,3061,0,42824,0
3588.0,3078,0,42970,0
3600.0,3108,0,43112,0
3612.0,3119,0,43257,0
3624.0,3128,0,43403,0
3636.0,3131,0,43549,0
3648.0,3144,0,43693,0
3660.0,3152,0,43838,0
3672.0,3161,0,43984,0
3684.0,3177,0,44131,0
3696.0,3182,0,44277,0
3708.0,3187,0,44422,0
3720.0,3191,0,44568,0
3732.0,3195,0,44713,0
3744.0,3202,0,44859,0
3756.0,3211,0,45006,0
3768.0,3215,0,45152,0
