time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,61,0,144,0
36.0,78,0,290,0
48.0,88,0,435,0
60.0,103,0,582,0
72.0,110,0,728,0
84.0,116,0,874,0
96.0,119,0,1019,0
108.0,120,0,1165,0
120.0,155,0,1308,0
132.0,201,0,1451,0
144.0,246,0,1595,0
156.0,307,0,1741,0
168.0,378,0,1886,0
180.0,457,0,2031,0
192.0,496,0,2157,0
204.0,529,0,2269,0
216.0,553,0,2382,0
228.0,582,0,2523,0
240.0,634,0,2667,0
252.0,675,0,2812,0
264.0,709,0,2955,0
276.0,761,0,3100,0
288.0,818,0,3246,0
300.0,864,0,3392,0
312.0,903,0,3537,0
324.0,948,0,3683,0
336.0,996,0,3828,0
348.0,1047,0,3973,0
360.0,1081,0,4118,0
372.0,1118,0,4264,0
384.0,1162,0,4410,0
396.0,1198,0,4555,0
408.0,1232,0,4700,0
420.0,1264,0,4846,0
432.0,1298,0,4991,0
444.0,1323,0,5132,0
456.0,1346,0,5278,0
468.0,1369,0,5423,0
480.0,1386,0,5562,0
492.0,1402,0,5707,0
504.0,1424,0,5853,0
516.0,1447,0,5999,0
528.0,1473,0,6145,0
540.0,1498,0,6291,0
552.0,1513,0,6437,0
564.0,1526,0,6583,0
576.0,1555,0,6729,0
588.0,1582,0,6874,0
600.0,1603,0,7020,0
612.0,1626,0,7166,0
624.0,1646,0,7313,0
636.0,1672,0,7447,0
648.0,1691,0,7592,0
660.0,1729,0,7738,0
672.0,1755,0,7885,0
684.0,1773,0,8030,0
696.0,1792,0,8176,0
708.0,1815,0,8322,0
720.0,1830,0,8468,0
732.0,1853,0,8607,0
744.0,1864,0,8753,0
756.0,1878,0,8897,0
768.0,1885,0,9043,0
780.0,1906,0,9187,0
792.0,1933,0,9333,0
804.0,1952,0,9479,0
816.0,1965,0,9625,0
828.0,1990,0,9770,0
840.0,2006,0,9915,0
852.0,2015,0,10061,0
864.0,2034,0,10207,0
876.0,2048,0,10352,0
888.0,2066,0,10493,0
900.0,2075,0,10639,0
912.0,2090,0,10784,0
924.0,2120,0,10930,0
936.0,2139,0,11075,0
948.0,2154,0,11221,0
960.0,2161,0,11366,0
972.0,2172,0,11512,0
984.0,2189,0,11656,0
996.0,2196,0,11802,0
1008.0,2214,0,11948,0
1020.0,2226,0,12093,0
1032.0,2244,0,12240,0
1044.0,2258,0,12385,0
1056.0,2275,0,12530,0
1068.0,2283,0,12675,0
1080.0,2299,0,12820,0
1092.0,2335,0,12965,0
1104.0,2367,0,13089,0
1116.0,2389,0,13204,0
1128.0,2404,0,13319,0
1140.0,2425,0,13456,0
1152.0,2443,0,13602,0
1164.0,2451,0,13747,0
1176.0,2465,0,13893,0
1188.0,2474,0,14039,0
1200.0,2491,0,14185,0
1212.0,2505,0,14323,0
1224.0,2524,0,14468,0
1236.0,2551,0,14614,0
1248.0,2568,0,14758,0
1260.0,2576,0,14904,0
1272.0,2588,0,15050,0
1284.0,2611,0,15196,0
1296.0,2630,0,15341,0
1308.0,2646,0,15487,0
1320.0,2656,0,15634,0
1332.0,2673,0,15780,0
1344.0,2680,0,15926,0
1356.0,2695,0,16072,0
1368.0,2705,0,16217,0
1380.0,2722,0,16363,0
1392.0,2734,0,16508,0
1404.0,2737,0,16654,0
1416.0,2747,0,16799,0
1428.0,2760,0,16945,0
1440.0,2770,0,17090,0
1452.0,2774,0,17236,0
1464.0,2779,0,17382,0
1476.0,2783,0,17528,0
1488.0,2789,0,17673,0
1500.0,2790,0,17819,0
1512.0,2792,0,17964,0
1524.0,2796,0,18109,0
1536.0,2802,0,18254,0
1548.0,2807,0,18398,0
1560.0,2821,0,18544,0
1572.0,2826,0,18690,0
1584.0,2839,0,18835,0
1596.0,2845,0,18981,0
1608.0,2853,0,19127,0
1620.0,2865,0,19272,0
1632.0,2872,0,19418,0
1644.0,2879,0,19563,0
1656.0,2882,0,19710,0
1668.0,2892,0,19855,0
1680.0,2899,0,20000,0
1692.0,2902,0,20145,0
1704.0,2917,0,20291,0
1716.0,2938,0,20436,0
1728.0,2948,0,20582,0
1740.0,2963,0,20727,0
1752.0,2976,0,20871,0
1764.0,2991,0,21017,0
1776.0,3012,0,21164,0
1788.0,3024,0,21309,0
1800.0,3031,0,21453,0
1812.0,3040,0,21599,0
1824.0,3046,0,21745,0
1836.0,3050,0,21891,0
1848.0,3053,0,22035,0
1860.0,3079,0,22180,0
1872.0,3104,0,22326,0
1884.0,3130,0,22471,0
1896.0,3143,0,22617,0
