time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,56,0,113,0
36.0,77,0,258,0
48.0,93,0,403,0
60.0,104,0,548,0
72.0,113,0,692,0
84.0,116,0,837,0
96.0,120,0,983,0
108.0,125,0,1128,0
120.0,148,0,1271,0
132.0,204,0,1412,0
144.0,254,0,1555,0
156.0,292,0,1698,0
168.0,312,0,1838,0
180.0,361,0,1982,0
192.0,416,0,2126,0
204.0,446,0,2247,0
216.0,486,0,2356,0
228.0,526,0,2469,0
240.0,570,0,2578,0
252.0,618,0,2723,0
264.0,670,0,2867,0
276.0,692,0,3001,0
288.0,718,0,3145,0
300.0,744,0,3289,0
312.0,787,0,3434,0
324.0,820,0,3568,0
336.0,875,0,3712,0
348.0,926,0,3855,0
360.0,972,0,4000,0
372.0,1002,0,4142,0
384.0,1043,0,4286,0
396.0,1096,0,4430,0
408.0,1139,0,4574,0
420.0,1172,0,4718,0
432.0,1204,0,4862,0
444.0,1237,0,5007,0
456.0,1273,0,5150,0
468.0,1300,0,5293,0
480.0,1318,0,5436,0
492.0,1358,0,5581,0
504.0,1388,0,5726,0
516.0,1401,0,5869,0
528.0,1423,0,6013,0
540.0,1436,0,6158,0
552.0,1452,0,6296,0
564.0,1452,0,6425,0
576.0,1464,0,6568,0
588.0,1484,0,6709,0
600.0,1498,0,6852,0
612.0,1508,0,6996,0
624.0,1525,0,7142,0
636.0,1539,0,7287,0
648.0,1566,0,7432,0
660.0,1591,0,7576,0
672.0,1623,0,7721,0
684.0,1633,0,7864,0
696.0,1654,0,8009,0
708.0,1676,0,8154,0
720.0,1691,0,8299,0
732.0,1707,0,8443,0
744.0,1719,0,8587,0
756.0,1738,0,8732,0
768.0,1750,0,8877,0
780.0,1769,0,9022,0
792.0,1798,0,9165,0
804.0,1843,0,9310,0
816.0,1858,0,9454,0
828.0,1885,0,9599,0
840.0,1896,0,9744,0
852.0,1918,0,9887,0
864.0,1936,0,10032,0
876.0,1956,0,10176,0
888.0,1976,0,10322,0
900.0,1998,0,10466,0
912.0,2024,0,10611,0
924.0,2050,0,10756,0
936.0,2069,0,10901,0
948.0,2081,0,11046,0
960.0,2110,0,11191,0
972.0,2134,0,11336,0
984.0,2146,0,11481,0
996.0,2157,0,11626,0
1008.0,2165,0,11772,0
1020.0,2173,0,11917,0
1032.0,2189,0,12063,0
1044.0,2202,0,12209,0
1056.0,2213,0,12354,0
1068.0,2236,0,12499,0
1080.0,2255,0,12644,0
1092.0,2264,0,12789,0
1104.0,2277,0,12934,0
1116.0,2291,0,13080,0
1128.0,2300,0,13225,0
1140.0,2315,0,13370,0
