time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,56,0,109,0
36.0,87,0,236,0
48.0,95,0,382,0
60.0,106,0,527,0
72.0,114,0,672,0
84.0,119,0,818,0
96.0,120,0,963,0
108.0,124,0,1109,0
120.0,139,0,1251,0
132.0,170,0,1389,0
144.0,201,0,1531,0
156.0,226,0,1676,0
168.0,254,0,1820,0
180.0,282,0,1966,0
192.0,301,0,2106,0
204.0,324,0,2251,0
216.0,353,0,2395,0
228.0,374,0,2540,0
240.0,402,0,2685,0
252.0,433,0,2830,0
264.0,453,0,2974,0
276.0,475,0,3119,0
288.0,494,0,3263,0
300.0,513,0,3408,0
312.0,538,0,3552,0
324.0,562,0,3696,0
336.0,577,0,3841,0
348.0,600,0,3986,0
360.0,617,0,4130,0
372.0,639,0,4274,0
384.0,650,0,4407,0
396.0,671,0,4552,0
408.0,692,0,4697,0
420.0,714,0,4842,0
432.0,729,0,4983,0
444.0,746,0,5128,0
456.0,755,0,5250,0
468.0,769,0,5372,0
480.0,789,0,5514,0
492.0,809,0,5660,0
504.0,829,0,5800,0
516.0,845,0,5924,0
528.0,863,0,6069,0
540.0,890,0,6213,0
552.0,906,0,6353,0
564.0,928,0,6464,0
576.0,936,0,6571,0
588.0,950,0,6706,0
600.0,964,0,6849,0
612.0,979,0,6994,0
624.0,1000,0,7138,0
636.0,1018,0,7282,0
648.0,1037,0,7422,0
660.0,1061,0,7567,0
672.0,1076,0,7711,0
684.0,1081,0,7856,0
696.0,1092,0,8000,0
708.0,1114,0,8144,0
720.0,1123,0,8287,0
732.0,1129,0,8432,0
744.0,1145,0,8576,0
756.0,1154,0,8719,0
768.0,1172,0,8865,0
780.0,1190,0,9010,0
792.0,1200,0,9155,0
804.0,1207,0,9296,0
816.0,1221,0,9432,0
828.0,1234,0,9575,0
840.0,1244,0,9718,0
852.0,1256,0,9864,0
864.0,1269,0,10010,0
876.0,1276,0,10156,0
888.0,1286,0,10300,0
900.0,1292,0,10446,0
912.0,1301,0,10591,0
924.0,1310,0,10735,0
936.0,1323,0,10880,0
948.0,1335,0,11024,0
960.0,1338,0,11169,0
972.0,1344,0,11315,0
984.0,1354,0,11460,0
996.0,1364,0,11605,0
1008.0,1373,0,11728,0
1020.0,1377,0,11840,0
1032.0,1386,0,11946,0
1044.0,1397,0,12054,0
