time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,57,0,124,0
36.0,77,0,271,0
48.0,90,0,416,0
60.0,106,0,562,0
72.0,115,0,708,0
84.0,125,0,855,0
96.0,132,0,1001,0
108.0,136,0,1148,0
120.0,169,0,1289,0
132.0,200,0,1429,0
144.0,245,0,1572,0
156.0,276,0,1717,0
168.0,340,0,1862,0
180.0,382,0,2008,0
192.0,443,0,2153,0
204.0,518,0,2299,0
216.0,594,0,2444,0
228.0,666,0,2590,0
240.0,726,0,2736,0
252.0,760,0,2881,0
264.0,807,0,3027,0
276.0,857,0,3163,0
288.0,886,0,3308,0
300.0,919,0,3454,0
312.0,971,0,3600,0
324.0,1015,0,3746,0
336.0,1067,0,3892,0
348.0,1104,0,4038,0
360.0,1130,0,4179,0
372.0,1160,0,4325,0
384.0,1199,0,4469,0
396.0,1226,0,4610,0
408.0,1252,0,4749,0
420.0,1298,0,4893,0
432.0,1337,0,5039,0
444.0,1369,0,5184,0
456.0,1405,0,5330,0
468.0,1440,0,5475,0
480.0,1471,0,5621,0
492.0,1507,0,5767,0
504.0,1548,0,5912,0
516.0,1580,0,6058,0
528.0,1612,0,6204,0
540.0,1636,0,6349,0
552.0,1661,0,6495,0
564.0,1674,0,6641,0
576.0,1700,0,6786,0
588.0,1721,0,6931,0
600.0,1745,0,7075,0
612.0,1765,0,7220,0
624.0,1798,0,7354,0
636.0,1821,0,7499,0
648.0,1838,0,7645,0
660.0,1866,0,7789,0
672.0,1886,0,7907,0
684.0,1897,0,8052,0
696.0,1909,0,8197,0
708.0,1927,0,8341,0
720.0,1941,0,8486,0
732.0,1966,0,8631,0
744.0,1998,0,8777,0
756.0,2008,0,8921,0
768.0,2033,0,9063,0
780.0,2052,0,9208,0
792.0,2068,0,9352,0
804.0,2084,0,9496,0
816.0,2100,0,9641,0
828.0,2113,0,9786,0
840.0,2131,0,9931,0
852.0,2147,0,10076,0
864.0,2170,0,10220,0
876.0,2184,0,10366,0
888.0,2204,0,10511,0
900.0,2219,0,10656,0
912.0,2244,0,10797,0
924.0,2272,0,10942,0
936.0,2288,0,11087,0
948.0,2302,0,11227,0
960.0,2318,0,11371,0
972.0,2328,0,11515,0
984.0,2344,0,11659,0
996.0,2359,0,11803,0
1008.0,2373,0,11947,0
1020.0,2390,0,12091,0
1032.0,2408,0,12235,0
1044.0,2423,0,12376,0
1056.0,2434,0,12521,0
1068.0,2447,0,12664,0
1080.0,2461,0,12809,0
1092.0,2471,0,12953,0
1104.0,2476,0,13098,0
1116.0,2482,0,13239,0
1128.0,2484,0,13384,0
1140.0,2495,0,13529,0
1152.0,2507,0,13674,0
1164.0,2517,0,13817,0
1176.0,2525,0,13961,0
1188.0,2534,0,14106,0
1200.0,2542,0,14252,0
