time,coverage,bug,tests,unique bugs
12.0,1,0,1,0
24.0,60,0,116,0
36.0,83,0,260,0
48.0,102,0,405,0
60.0,110,0,550,0
72.0,113,0,695,0
84.0,119,0,840,0
96.0,123,0,985,0
108.0,127,0,1131,0
120.0,145,0,1271,0
132.0,172,0,1415,0
144.0,194,0,1558,0
156.0,219,0,1701,0
168.0,254,0,1840,0
180.0,288,0,1984,0
192.0,315,0,2128,0
204.0,338,0,2247,0
216.0,353,0,2356,0
228.0,371,0,2469,0
240.0,387,0,2582,0
252.0,404,0,2726,0
264.0,422,0,2871,0
276.0,447,0,3005,0
288.0,476,0,3149,0
300.0,491,0,3293,0
312.0,518,0,3437,0
324.0,543,0,3572,0
336.0,565,0,3715,0
348.0,583,0,3858,0
360.0,602,0,4003,0
372.0,633,0,4146,0
384.0,651,0,4289,0
396.0,668,0,4433,0
408.0,695,0,4577,0
420.0,713,0,4722,0
432.0,726,0,4866,0
444.0,741,0,5010,0
456.0,758,0,5153,0
468.0,773,0,5297,0
480.0,786,0,5440,0
492.0,803,0,5585,0
504.0,812,0,5729,0
516.0,826,0,5872,0
528.0,849,0,6017,0
540.0,870,0,6162,0
552.0,888,0,6297,0
564.0,907,0,6429,0
576.0,921,0,6571,0
588.0,940,0,6713,0
600.0,956,0,6856,0
612.0,977,0,7000,0
624.0,1002,0,7145,0
636.0,1020,0,7291,0
648.0,1043,0,7436,0
660.0,1057,0,7580,0
672.0,1062,0,7724,0
684.0,1073,0,7868,0
696.0,1083,0,8012,0
708.0,1090,0,8157,0
720.0,1098,0,8302,0
732.0,1116,0,8446,0
744.0,1126,0,8590,0
756.0,1129,0,8736,0
768.0,1138,0,8881,0
780.0,1145,0,9026,0
792.0,1151,0,9169,0
804.0,1170,0,9313,0
816.0,1195,0,9458,0
828.0,1206,0,9602,0
840.0,1216,0,9747,0
852.0,1222,0,9891,0
864.0,1243,0,10035,0
876.0,1251,0,10180,0
888.0,1266,0,10325,0
900.0,1282,0,10470,0
912.0,1296,0,10615,0
924.0,1315,0,10759,0
936.0,1321,0,10905,0
948.0,1328,0,11050,0
960.0,1339,0,11195,0
972.0,1349,0,11339,0
984.0,1358,0,11484,0
996.0,1372,0,11630,0
1008.0,1380,0,11776,0
1020.0,1389,0,11921,0
1032.0,1401,0,12066,0
1044.0,1406,0,12212,0
1056.0,1413,0,12358,0
1068.0,1423,0,12503,0
1080.0,1431,0,12648,0
1092.0,1438,0,12793,0
1104.0,1445,0,12938,0
1116.0,1449,0,13083,0
1128.0,1468,0,13229,0
1140.0,1472,0,13374,0
1152.0,1477,0,13519,0
1164.0,1489,0,13664,0
1176.0,1504,0,13809,0
1188.0,1522,0,13954,0
1200.0,1544,0,14099,0
1212.0,1561,0,14243,0
1224.0,1564,0,14388,0
1236.0,1567,0,14532,0
1248.0,1574,0,14677,0
1260.0,1594,0,14822,0
1272.0,1607,0,14968,0
1284.0,1619,0,15113,0
1296.0,1633,0,15258,0
1308.0,1640,0,15404,0
1320.0,1645,0,15549,0
1332.0,1652,0,15695,0
1344.0,1664,0,15840,0
1356.0,1670,0,15985,0
1368.0,1677,0,16130,0
1380.0,1684,0,16274,0
1392.0,1688,0,16418,0
1404.0,1692,0,16563,0
1416.0,1703,0,16709,0
1428.0,1711,0,16854,0
1440.0,1720,0,16999,0
1452.0,1727,0,17144,0
1464.0,1738,0,17289,0
1476.0,1754,0,17434,0
1488.0,1765,0,17580,0
1500.0,1773,0,17725,0
1512.0,1789,0,17869,0
1524.0,1794,0,18014,0
1536.0,1800,0,18159,0
